NAME_PY;NAME_CH;NAME_FT;X_COOR;Y_COOR;PRES_LOC;TYPE_PY;TYPE_CH;LEV_RANK;勘誤;BEG_YR;BEG_RULE;END_YR;END_RULE;NOTE_ID;OBJ_TYPE;SYS_ID;GEO_SRC;COMPILER;GEOCOMPLR;CHECKER;END_DATE;BEG_CHG_TY;END_CHG_TY
Yu Guo;舆国;輿國;119.232903;32.346744;江苏仪征市东北龙河集附近;Houguo;侯国;6;正確;23;3;223;3;42698;POINT;42698;FROM_FD;王文楚;满志敏;;2004/04/30;更名;撤销
Hailing Xian;海陵县;海陵縣;119.91124;32.495872;江苏泰州市;Xian;县;6;正確;-201;4;13;3;42700;POINT;42700;FROM_AC;王文楚;满志敏;;2004/04/30;新建;更名
Tingxian Xian;亭闲县;亭閑縣;119.91124;32.495872;江苏泰州市;Xian;县;6;正確;14;3;22;3;42701;POINT;42701;FROM_AC;王文楚;满志敏;;2004/04/30;更名;更名
Hailing Xian;海陵县;海陵縣;119.91124;32.495872;江苏泰州市;Xian;县;6;正確;23;3;223;3;42702;POINT;42702;FROM_AC;王文楚;满志敏;;2004/04/30;更名;撤销
Gaoyou Xian;高邮县;高郵縣;119.437332;32.79071;江苏高邮市;Xian;县;6;正確;-201;3;223;3;42714;POINT;42714;FROM_AC;王文楚;满志敏;;2004/04/30;新建;撤销
Sheyang Xian;射阳县;射陽縣;119.616165;33.305;江苏宝应县东北射阳镇;Xian;县;6;正確;-201;4;13;3;42735;POINT;42735;FROM_AC;王文楚;满志敏;;2004/04/30;新建;更名
Jianhuai Ting;监淮亭;監淮亭;119.616165;33.305;江苏宝应县东北射阳镇;Ting;亭;6;正確;14;3;22;3;42736;POINT;42736;FROM_AC;王文楚;满志敏;;2004/04/30;更名;更名
Sheyang Xian;射阳县;射陽縣;119.616165;33.305;江苏宝应县东北射阳镇;Xian;县;6;正確;23;3;223;3;42737;POINT;42737;FROM_AC;王文楚;满志敏;;2004/04/30;更名;撤销
Yandu Xian;盐渎县;鹽瀆縣;120.13372;33.385162;江苏盐城市;Xian;县;6;正確;-201;4;223;3;42739;POINT;42739;FROM_AC;王文楚;满志敏;;2004/04/30;新建;撤销
Huaiyin Xian;淮阴县;淮陰縣;118.933586;33.531315;江苏淮阴市区西南码头镇东一里;Xian;县;6;正確;-223;3;13;3;42744;POINT;42744;FROM_AC;王文楚;满志敏;;2004/04/30;新建;更名
Jiaxin Xian;嘉信县;嘉信縣;118.933586;33.531315;江苏淮阴市区西南码头镇东一里;Xian;县;6;正確;14;3;22;3;42745;POINT;42745;FROM_AC;王文楚;满志敏;;2004/04/30;更名;更名
Huaiyin Xian;淮阴县;淮陰縣;118.933586;33.531315;江苏淮阴市区西南码头镇东一里;Xian;县;6;正確;23;3;470;3;42746;POINT;42746;FROM_AC;王文楚;满志敏;;2004/04/30;更名;撤销
Huaipu Xian;淮浦县;淮浦縣;119.261231;33.766373;江苏涟水县;Xian;县;6;正確;-201;4;13;3;42758;POINT;42758;FROM_AC;王文楚;满志敏;;2004/04/30;新建;更名
Huaijing Xian;淮敬县;淮敬縣;119.261231;33.766373;江苏涟水县;Xian;县;6;正確;14;3;22;3;42759;POINT;42759;FROM_AC;王文楚;满志敏;;2004/04/30;更名;更名
Huaipu Xian;淮浦县;淮浦縣;119.261231;33.766373;江苏涟水县;Xian;县;6;正確;23;3;317;3;42760;POINT;42760;FROM_AC;王文楚;满志敏;;2004/04/30;更名;撤销
Siyang Xian;泗阳县;泗陽縣;118.933586;33.531315;江苏淮阴县西南码头镇附近;Xian;县;6;正確;-113;3;13;3;42761;POINT;42761;FROM_AC;王文楚;满志敏;;2004/04/30;新建;更名
Huaipingting;淮平亭;淮平亭;118.933586;33.531315;江苏淮阴县西南码头镇附近;Ting;亭;6;正確;14;3;22;3;42762;POINT;42762;FROM_AC;王文楚;满志敏;;2004/04/30;更名;更名
Siyang Xian;泗阳县;泗陽縣;118.933586;33.531315;江苏淮阴县西南码头镇附近;Xian;县;6;正確;23;3;36;4;42763;POINT;42763;FROM_AC;王文楚;满志敏;;2004/04/30;更名;撤销
Pengcheng Xian;彭城县;彭城縣;117.187683;34.269634;江苏铜山县;Xian;县;6;正確;-223;4;1264;4;42777;POINT;42777;FROM_AC;王文楚;满志敏;;2004/04/30;新建;撤销
Lv Xian;吕县;呂縣;117.457606;34.172294;江苏铜山县东南吕梁;Xian;县;6;正確;-201;4;580;3;42778;POINT;42778;FROM_FD;王文楚;满志敏;;2004/04/30;新建;撤销
Fuyang Xian;扶阳县;扶陽縣;116.918747;34.120476;安微萧县西南丁里;Xian;县;6;正確;-154;4;13;3;42779;POINT;42779;FROM_AC;王文楚;满志敏;;2004/04/30;新建;更名
Hezhi Xian;合治县;合治縣;116.918747;34.120476;安微萧县西南丁里;Xian;县;6;正確;14;3;22;3;42780;POINT;42780;FROM_AC;王文楚;满志敏;;2004/04/30;更名;更名
Fuyang Xian;扶阳县;扶陽縣;116.918747;34.120476;安微萧县西南丁里;Xian;县;6;正確;23;3;29;3;42781;POINT;42781;FROM_AC;王文楚;满志敏;;2004/04/30;更名;撤销
Xiao Xian;萧县;蕭縣;116.923967;34.205476;安徽萧县西北三台山;Xian;县;6;正確;-223;4;555;4;42782;POINT;42782;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Zhuqiu Xian;杼秋县;杼秋縣;116.567849;34.400983;安徽砀山县东文庄附近;Xian;县;6;正確;-144;3;13;3;42789;POINT;42789;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Yuqiu Xian;予秋县;予秋縣;116.567849;34.400983;安徽砀山县东文庄附近;Xian;县;6;正確;14;3;22;3;42790;POINT;42790;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Zhuqiu Xian;杼秋县;杼秋縣;116.567849;34.400983;安徽砀山县东文庄附近;Xian;县;6;正確;23;3;316;3;42791;POINT;42791;FROM_FD;王文楚;满志敏;;2004/04/30;更名;撤销
Dang Xian;砀县;碭縣;116.485006;34.174089;河南永城县东北宋楼;Xian;县;6;正確;-224;4;13;3;42792;POINT;42792;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Jiedang Xian;节砀县;節碭縣;116.485006;34.174089;河南永城县东北宋楼;Xian;县;6;正確;14;3;22;3;42793;POINT;42793;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Dang Xian;砀县;碭縣;116.485006;34.174089;河南永城县东北宋楼;Xian;县;6;正確;23;4;265;3;42794;POINT;42794;FROM_FD;王文楚;满志敏;;2004/04/30;更名;撤销
Feng Xian;丰县;豐縣;116.584183;34.703617;江苏丰县;Xian;县;6;正確;-154;4;13;3;42803;POINT;42803;FROM_AC;王文楚;满志敏;;2004/04/30;新建;更名
Wufu Xian;吾符县;吾符縣;116.584183;34.703617;江苏丰县;Xian;县;6;正確;14;3;22;3;42804;POINT;42804;FROM_AC;王文楚;满志敏;;2004/04/30;更名;更名
Feng Xian;丰县;豐縣;116.584183;34.703617;江苏丰县;Xian;县;6;正確;23;4;404;3;42805;POINT;42805;FROM_AC;王文楚;满志敏;;2004/04/30;更名;撤销
Pei Xian;沛县;沛縣;116.926948;34.737995;江苏沛县;Xian;县;6;正確;-223;4;1264;4;42807;POINT;42807;FROM_AC;王文楚;满志敏;;2004/04/30;新建;撤销
Guangqi Houguo;广戚侯国;廣戚侯國;116.979914;34.752017;江苏沛县东吴楼附近;Houguo;侯国;6;正確;-128;4;-113;4;42814;POINT;42814;FROM_FD;王文楚;满志敏;;2004/04/30;新建;撤销
Guangqi Houguo;广戚侯国;廣戚侯國;116.979914;34.752017;江苏沛县东吴楼附近;Houguo;侯国;6;正確;-26;4;13;3;42815;POINT;42815;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Liju Xian;力聚县;力聚縣;116.979914;34.752017;江苏沛县东吴楼附近;Xian;县;6;正確;14;3;22;3;42816;POINT;42816;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Guangqi Xian;广戚县;廣戚縣;116.979914;34.752017;江苏沛县东吴楼附近;Xian;县;6;正確;23;3;315;3;42817;POINT;42817;FROM_FD;王文楚;满志敏;;2004/04/30;更名;撤销
Liu Xian;留县;留縣;117.049846;34.701352;江苏沛县东南五十里微山湖西岸;Xian;县;6;正確;-223;4;556;4;42818;POINT;42818;FROM_FD;王文楚;满志敏;;2004/04/30;新建;撤销
Xiapi Xian;下邳县;下邳縣;117.886884;34.118265;江苏睢宁县北古邳镇东三里;Xian;县;6;正確;-223;4;13;3;42819;POINT;42819;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Runjian Xian;闰俭县;閏儉縣;117.886884;34.118265;江苏睢宁县北古邳镇东三里;Xian;县;6;正確;14;3;22;3;42820;POINT;42820;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Xiapi Xian;下邳县;下邳縣;117.886884;34.118265;江苏睢宁县北古邳镇东三里;Xian;县;6;正確;23;3;532;4;42821;POINT;42821;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Liangcheng Houguo;良成侯国;良成侯國;118.071936;34.30048;江苏新沂市西南沂河西周庄附近;Houguo;侯国;6;正確;-82;4;13;3;42827;POINT;42827;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Chenghan Xian;承翰县;承翰縣;118.071936;34.30048;江苏新沂市西南沂河西周庄附近;Xian;县;6;正確;14;3;22;3;42828;POINT;42828;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Liangcheng Xian;良成县;良成縣;118.071936;34.30048;江苏新沂市西南沂河西周庄附近;Xian;县;6;正確;23;3;555;4;42829;POINT;42829;FROM_FD;王文楚;满志敏;;2004/04/30;更名;撤销
Wuyuan Xian;武原县;武原縣;117.820679;34.468441;江苏邳县西北泇口;Xian;县;6;正確;-154;4;13;3;42830;POINT;42830;FROM_AC;王文楚;满志敏;;2004/04/30;新建;更名
Hele Ting;和乐亭;和樂亭;117.820679;34.468441;江苏邳县西北泇口;Ting;亭;6;正確;14;3;22;3;42831;POINT;42831;FROM_AC;王文楚;满志敏;;2004/04/30;更名;更名
Wuyuan Xian;武原县;武原縣;117.820679;34.468441;江苏邳县西北泇口;Xian;县;6;正確;23;3;310;4;42832;POINT;42832;FROM_AC;王文楚;满志敏;;2004/04/30;更名;撤销
Qiuyou Xian;叴犹县;叴猶縣;118.461407;33.801526;江苏泗阳县西北古城山;Xian;县;6;正確;-117;4;13;3;42835;POINT;42835;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Bingyi Xian;秉义县;秉義縣;118.461407;33.801526;江苏泗阳县西北古城山;Xian;县;6;正確;14;3;22;3;42836;POINT;42836;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Qiuyou Xian;叴犹县;叴猶縣;118.461407;33.801526;江苏泗阳县西北古城山;Xian;县;6;正確;23;3;71;4;42837;POINT;42837;FROM_FD;王文楚;满志敏;;2004/04/30;更名;撤销
Ling Xian;淩县;淩縣;118.654888;33.721414;江苏泗阳县西北陵县遗址;Xian;县;6;正確;-223;4;13;3;42842;POINT;42842;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Shengling Xian;生淩县;生淩縣;118.654888;33.721414;江苏泗阳县西北陵县遗址;Xian;县;6;正確;14;3;22;3;42843;POINT;42843;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Ling Xian;淩县;淩縣;118.654888;33.721414;江苏泗阳县西北陵县遗址;Xian;县;6;正確;23;3;312;3;42844;POINT;42844;FROM_FD;王文楚;满志敏;;2004/04/30;更名;撤销
Xiaxiang Xian;下相县;下相縣;118.283118;33.942922;今江苏宿迁市西南古城;Xian;县;6;正確;-223;3;13;4;42845;POINT;42845;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Congde Xian;从德县;從德縣;118.283118;33.942922;今江苏宿迁市西南古城;Xian;县;6;正確;14;3;22;3;42846;POINT;42846;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Xiaxiang Xian;下相县;下相縣;118.283118;33.942922;今江苏宿迁市西南古城;Xian;县;6;正確;23;3;435;4;42847;POINT;42847;FROM_FD;王文楚;满志敏;;2004/04/30;更名;撤销
Siwu Xian;司吾县;司吾縣;118.362869;34.185056;江苏新沂市南司吾;Xian;县;6;正確;-114;4;13;3;42849;POINT;42849;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Xiwu Xian;息吾县;息吾縣;118.362869;34.185056;江苏新沂市南司吾;Xian;县;6;正確;14;3;22;3;42850;POINT;42850;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Siwu Xian;司吾县;司吾縣;118.362869;34.185056;江苏新沂市南司吾;Xian;县;6;正確;23;3;36;4;42851;POINT;42851;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Xiayi Xian;下邑县;下邑縣;116.340248;34.427879;安徽砀山县;Xian;县;6;正確;-223;4;13;3;42854;POINT;42854;FROM_AC;王文楚;满志敏;;2004/04/30;新建;更名
Xiazhi Xian;下治县;下治縣;116.340248;34.427879;安徽砀山县;Xian;县;6;正確;14;3;22;3;42855;POINT;42855;FROM_AC;王文楚;满志敏;;2004/04/30;更名;更名
Xiayi Xian;下邑县;下邑縣;116.340248;34.427879;安徽砀山县;Xian;县;6;正確;23;3;525;4;42856;POINT;42856;FROM_AC;王文楚;满志敏;;2004/04/30;更名;撤销
Suiling Xian;睢陵县;睢陵縣;118.417126;33.28902;江苏泗洪县东南洪泽湖中;Xian;县;6;正確;-128;3;13;3;42857;POINT;42857;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Suilu Xian;睢陆县;睢陸縣;118.417126;33.28902;江苏泗洪县东南洪泽湖中;Xian;县;6;正確;14;3;22;3;42858;POINT;42858;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Suiling Xian;睢陵县;睢陵縣;118.417126;33.28902;江苏泗洪县东南洪泽湖中;Xian;县;6;正確;23;3;192;3;42859;POINT;42859;FROM_FD;王文楚;满志敏;;2004/04/30;更名;迁移治所
Qulu Xian;取虑县;取慮縣;117.754091;33.844389;江苏睢宁县西南童邵集;Xian;县;6;正確;-223;4;555;4;42862;POINT;42862;FROM_FD;王文楚;满志敏;;2004/04/30;新建;撤销
Qu Xian;朐县;朐縣;119.123381;34.563102;江苏连云港市西南海州南锦屏山侧;Xian;县;6;正確;-223;4;351;3;42869;POINT;42869;FROM_FD;王文楚;满志敏;;2004/04/30;新建;撤销
Quyang Xian;曲阳县;曲陽縣;119.013207;34.096665;江苏沭阳县东汤涧镇南;Xian;县;6;正確;-201;4;13;3;42875;POINT;42875;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Congyang Xian;从阳县;從陽縣;119.013207;34.096665;江苏沭阳县东汤涧镇南;Xian;县;6;正確;14;3;22;3;42876;POINT;42876;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Quyang Xian;曲阳县;曲陽縣;119.013207;34.096665;江苏沭阳县东汤涧镇南;Xian;县;6;正確;23;3;204;4;42877;POINT;42877;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Dongan Houguo;东安侯国;東安侯國;118.681584;34.61755;江苏东海县西北罗庄北;Houguo;侯国;6;正確;-50;4;13;3;42880;POINT;42880;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Yeting Xian;业亭县;業亭縣;118.681584;34.61755;江苏东海县西北罗庄北;Xian;县;6;正確;14;3;22;3;42881;POINT;42881;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Dongan Xian;东安县;東安縣;118.681584;34.61755;江苏东海县西北罗庄北;Xian;县;6;正確;23;3;50;3;42882;POINT;42882;FROM_FD;王文楚;满志敏;;2004/04/30;更名;撤销
Ganyu Xian;赣榆县;贛榆縣;119.110076;34.982351;江苏赣榆县北盐仓城;Xian;县;6;正確;-201;4;220;3;42888;POINT;42888;FROM_FD;王文楚;满志敏;;2004/04/30;新建;撤销
Zhuqi Xian;祝其县;祝其縣;118.901115;34.946053;江苏赣榆县西北夹谷山;Xian;县;6;正確;-201;4;13;3;42894;POINT;42894;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Youting Xian;犹亭县;猶亭縣;118.901115;34.946053;江苏赣榆县西北夹谷山;Xian;县;6;正確;14;3;22;3;42895;POINT;42895;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Zhuqi Xian;祝其县;祝其縣;118.901115;34.946053;江苏赣榆县西北夹谷山;Xian;县;6;正確;23;3;323;3;42896;POINT;42896;FROM_FD;王文楚;满志敏;;2004/04/30;更名;撤销
Licheng Xian;利城县;利城縣;118.829251;34.899772;江苏赣榆县西古城;Xian;县;6;正確;-125;4;13;3;42899;POINT;42899;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Liuquan Xian;流泉县;流泉縣;118.829251;34.899772;江苏赣榆县西古城;Xian;县;6;正確;14;3;22;3;42900;POINT;42900;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Licheng Xian;利城县;利城縣;118.829251;34.899772;江苏赣榆县西古城;Xian;县;6;正確;23;3;466;4;42901;POINT;42901;FROM_FD;王文楚;满志敏;;2004/04/30;更名;撤销
Jianling Houguo;建陵侯国;建陵侯國;118.347205;34.349848;江苏新沂市南沭河西岸;Houguo;侯国;6;正確;-180;4;-180;4;42905;POINT;42905;FROM_FD;王文楚;满志敏;;2004/04/30;新建;撤销
Jianling Houguo;建陵侯国;建陵侯國;118.347205;34.349848;江苏新沂市南沭河西岸;Houguo;侯国;6;正確;-151;4;-113;4;42906;POINT;42906;FROM_FD;王文楚;满志敏;;2004/04/30;新建;撤销
Jianling Houguo;建陵侯国;建陵侯國;118.347205;34.349848;江苏新沂市南沭河西岸;Houguo;侯国;6;正確;-50;4;13;3;42907;POINT;42907;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Futing Xian;付亭县;付亭縣;118.347205;34.349848;江苏新沂市南沭河西岸;Xian;县;6;正確;14;3;22;3;42908;POINT;42908;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Jianling Xian;建陵县;建陵縣;118.347205;34.349848;江苏新沂市南沭河西岸;Xian;县;6;正確;23;3;50;3;42909;POINT;42909;FROM_FD;王文楚;满志敏;;2004/04/30;更名;撤销
Houqiu Xian;厚丘县;厚丘縣;118.727535;34.318994;江苏沭阳县北厚镇;Xian;县;6;正確;-201;4;13;3;42911;POINT;42911;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Zhuqi Ting;祝其亭;祝其亭;118.727535;34.318994;江苏沭阳县北厚镇;Ting;亭;6;正確;14;3;22;3;42912;POINT;42912;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Houqiu Xian;厚丘县;厚丘縣;118.727535;34.318994;江苏沭阳县北厚镇;Xian;县;6;正確;23;3;456;3;42913;POINT;42913;FROM_FD;王文楚;满志敏;;2004/04/30;更名;撤销
Haixi Xian;海西县;海西縣;119.44397;34.156557;江苏灌南县东北王渡附近;Xian;县;6;正確;-101;5;13;3;42915;POINT;42915;FROM_FD;王文楚;满志敏;;2004/04/30;新建;更名
Donghaiting;东海亭;東海亭;119.44397;34.156557;江苏灌南县东北王渡附近;Ting;亭;6;正確;14;3;22;3;42916;POINT;42916;FROM_FD;王文楚;满志敏;;2004/04/30;更名;更名
Haixi Xian;海西县;海西縣;119.44397;34.156557;江苏灌南县东北王渡附近;Xian;县;6;正確;23;3;265;3;42917;POINT;42917;FROM_FD;王文楚;满志敏;;2004/04/30;更名;撤销
Fuling Xian;富陵县;富陵縣;118.798434;33.380634;江苏洪泽县西北洪泽湖中;Xian;县;6;正確;-201;4;13;3;42954;POINT;42954;FROM_FD;王文楚;满志敏;;2004/09/05;新建;更名
Shuo Xian;[木目目木]虑县;[木目目木]慮縣;118.798434;33.380634;江苏洪泽县西北洪泽湖中;Xian;县;6;正確;14;3;22;3;42955;POINT;42955;FROM_FD;王文楚;满志敏;;2004/09/05;更名;更名
Fuling Xian;富陵县;富陵縣;118.798434;33.380634;江苏洪泽县西北洪泽湖中;Xian;县;6;正確;23;3;36;4;42956;POINT;42956;FROM_FD;王文楚;满志敏;;2004/09/05;更名;撤销
Wan Xian;皖县;皖縣;116.5672;30.630346;安徽潜山县治梅城镇;Xian;县;6;正確;-121;4;309;4;43000;POINT;43000;FROM_AC;邹逸麟;满志敏;;2004/09/10;新建;撤销
Songzi Houguo;松兹侯国;松茲侯國;116.328929;32.366113;安徽霍丘县东十五里（罗家庙）;Houguo;侯国;6;正確;-184;4;-136;4;43011;POINT;43011;FROM_FD;邹逸麟;满志敏;;2004/09/10;新建;撤销
Songzi Houguo;松兹侯国;松茲侯國;116.172883;30.359722;今安徽宿松县北五十里趾凤;Houguo;侯国;6;正確;-82;4;13;3;43012;POINT;43012;FROM_FD;邹逸麟;满志敏;;2004/09/10;新建;更名
Songshan Xian;诵善县;誦善縣;116.172883;30.359722;今安徽宿松县北五十里趾凤;Xian;县;6;正確;14;3;22;3;43013;POINT;43013;FROM_FD;邹逸麟;满志敏;;2004/09/10;更名;撤销
Congyang Xian;枞阳县;樅陽縣;117.210587;30.69371;安徽枞阳县治;Xian;县;6;正確;-121;4;125;3;43021;POINT;43021;FROM_AC;邹逸麟;满志敏;;2004/09/10;新建;撤销
Juchao Xian;居巢县;居巢縣;117.012504;30.854535;安徽桐城市南六十里嬉子湖旁;Xian;县;6;正確;-487;4;57;4;43030;POINT;43030;FROM_AC;邹逸麟;满志敏;;2004/09/10;新建;更名
Linhu Xian;临湖县;臨湖縣;117.696298;31.145337;安徽无为县西南湖陇;Xian;县;6;正確;-121;3;120;4;43046;POINT;43046;FROM_FD;邹逸麟;满志敏;;2004/09/10;新建;更名
Qunqiu Xian;逡遒县;逡遒縣;117.540253;31.904737;安徽肥东县东北梁园镇南二十五里龙城;Xian;县;6;正確;-121;3;212;4;43049;POINT;43049;FROM_FD;邹逸麟;满志敏;;2004/09/10;新建;撤销
Xiang'an Xian;襄安县;襄安縣;117.79866;31.157307;安徽今无为县西南襄安镇;Xian;县;6;正確;-121;3;13;3;43051;POINT;43051;FROM_AC;邹逸麟;满志敏;;2004/09/10;新建;更名
Lujiang Ting;庐江亭;廬江亭;117.79866;31.157307;安徽今无为县西南襄安镇;Ting;亭;6;正確;14;3;22;3;43052;POINT;43052;FROM_AC;邹逸麟;满志敏;;2004/09/10;更名;更名
Xiangan Xian;襄安县;襄安縣;117.79866;31.157307;安徽今无为县西南襄安镇;Xian;县;6;正確;23;3;212;4;43053;POINT;43053;FROM_AC;邹逸麟;满志敏;;2004/09/10;更名;撤销
Hefei Xian;合肥县;合肥縣;117.276459;31.864456;安徽合肥市;Xian;县;6;正確;-202;3;29;4;43055;POINT;43055;FROM_AC;邹逸麟;满志敏;;2004/09/10;新建;更名
Tuogao Xian;橐皋县;橐皋縣;117.827042;31.712723;安徽巢湖市北柘皋镇;Yi;邑;6;正確;-202;3;29;4;43062;POINT;43062;FROM_AC;邹逸麟;满志敏;;2004/09/10;新建;撤销
Hulingyi;湖陵邑;湖陵邑;116.438118;30.215326;安徽太湖县大石;Xian;县;6;正確;-121;3;29;4;43063;POINT;43063;FROM_FD;邹逸麟;满志敏;;2004/09/10;新建;撤销
Longshu Xian;龙舒县;龍舒縣;116.626083;31.341389;安徽舒城县西南100里龙华庵附近;Xian;县;6;正確;-121;4;57;4;43067;POINT;43067;FROM_AC;邹逸麟;满志敏;;2004/09/10;新建;更名
Zhongli Xian;钟离县;鐘離縣;117.640221;32.901634;安徽凤阳县临淮镇;Xian;县;6;正確;-223;4;13;3;43069;POINT;43069;FROM_AC;邹逸麟;满志敏;;2004/09/10;新建;更名
Canfu Xian;蚕富县;蠶富縣;117.640221;32.901634;安徽凤阳县临淮镇;Xian;县;6;正確;14;3;22;3;43070;POINT;43070;FROM_AC;邹逸麟;满志敏;;2004/09/10;更名;更名
Zhongli Xian;钟离县;鐘離縣;117.640221;32.901634;安徽凤阳县临淮镇;Xian;县;6;正確;23;3;125;4;43071;POINT;43071;FROM_AC;邹逸麟;满志敏;;2004/09/10;更名;更名
Dongcheng Xian;东城县;東城縣;117.831304;32.41875;安徽定远县仓镇东;Xian;县;6;正確;-223;4;-177;4;43078;POINT;43078;FROM_FD;邹逸麟;满志敏;;2004/09/10;新建;更名
Dongcheng Houguo;东城侯国;東城侯國;117.831304;32.41875;安徽定远县仓镇东;Houguo;侯国;6;正確;-176;4;-170;4;43079;POINT;43079;FROM_FD;邹逸麟;满志敏;;2004/09/10;更名;更名
Dongcheng Xian;东城县;東城縣;117.831304;32.41875;安徽定远县仓镇东;Xian;县;6;正確;-167;4;-128;4;43080;POINT;43080;FROM_FD;邹逸麟;满志敏;;2004/09/10;更名;更名
Dongcheng Houguo;东城侯国;東城侯國;117.831304;32.41875;安徽定远县仓镇东;Houguo;侯国;6;正確;-127;4;-117;4;43081;POINT;43081;FROM_FD;邹逸麟;满志敏;;2004/09/10;更名;更名
Dongcheng Xian;东城县;東城縣;117.831304;32.41875;安徽定远县仓镇东;Xian;县;6;正確;-116;4;13;3;43082;POINT;43082;FROM_FD;邹逸麟;满志敏;;2004/09/10;更名;更名
Wucheng Xian;武城县;武城縣;117.831304;32.41875;安徽定远县仓镇东;Xian;县;6;正確;14;3;22;3;43083;POINT;43083;FROM_FD;邹逸麟;满志敏;;2004/09/10;更名;更名
Dongcheng Xian;东城县;東城縣;117.831304;32.41875;安徽定远县仓镇东;Xian;县;6;正確;23;3;212;4;43084;POINT;43084;FROM_FD;邹逸麟;满志敏;;2004/09/10;更名;撤销
Yinling Xian;阴陵县;陰陵縣;117.443821;32.636183;安徽定远县永康镇东北;Xian;县;6;正確;-233;4;13;3;43090;POINT;43090;FROM_FD;邹逸麟;满志敏;;2004/09/10;新建;更名
Yinlu Xian;阴陆县;陰陸縣;117.443821;32.636183;安徽定远县永康镇东北;Xian;县;6;正確;14;3;22;3;43091;POINT;43091;FROM_FD;邹逸麟;满志敏;;2004/09/10;更名;更名
Yinling Xian;阴陵县;陰陵縣;117.443821;32.636183;安徽定远县永康镇东北;Xian;县;6;正確;23;3;212;4;43092;POINT;43092;FROM_FD;邹逸麟;满志敏;;2004/09/10;更名;撤销
Fuling Houguo;阜陵侯国;阜陵侯國;118.185474;31.681208;安徽含山县东张公南烟墩凹、裴家凹一带;Houguo;侯国;6;正確;-172;4;-165;4;43094;POINT;43094;FROM_FD;邹逸麟;满志敏;;2004/09/10;新建;更名
Fuling Xian;阜陵县;阜陵縣;118.185474;31.681208;安徽含山县东张公南烟墩凹、裴家凹一带;Xian;县;6;正確;-164;4;13;3;43095;POINT;43095;FROM_FD;邹逸麟;满志敏;;2004/09/10;更名;更名
Fulu Xian;阜陆县;阜陸縣;118.185474;31.681208;安徽含山县东张公南烟墩凹、裴家凹一带;Xian;县;6;正確;14;3;22;3;43096;POINT;43096;FROM_FD;邹逸麟;满志敏;;2004/09/10;更名;更名
Fuling Xian;阜陵县;阜陵縣;118.185474;31.681208;安徽含山县东张公南烟墩凹、裴家凹一带;Xian;县;6;正確;23;3;75;4;43097;POINT;43097;FROM_FD;邹逸麟;满志敏;;2004/09/10;更名;更名
Liyang Xian;历阳县;歷陽縣;118.361122;31.714224;安徽和县治;Xian;县;6;正確;-223;4;13;3;43100;POINT;43100;FROM_AC;邹逸麟;满志敏;;2004/09/10;新建;更名
Mingyi Xian;明义县;明義縣;118.361122;31.714224;安徽和县治;Xian;县;6;正確;14;3;22;3;43101;POINT;43101;FROM_AC;邹逸麟;满志敏;;2004/09/10;更名;更名
Liyang Xian;历阳县;歷陽縣;118.361122;31.714224;安徽和县治;Xian;县;6;正確;23;3;125;4;43102;POINT;43102;FROM_AC;邹逸麟;满志敏;;2004/09/10;更名;更名
