NAME_PY;NAME_CH;NAME_FT;X_COOR;Y_COOR;PRES_LOC;TYPE_PY;TYPE_CH;LEV_RANK;勘誤;BEG_YR;BEG_RULE;END_YR;END_RULE;NOTE_ID;OBJ_TYPE;SYS_ID;GEO_SRC;COMPILER;GEOCOMPLR;CHECKER;END_DATE;BEG_CHG_TY;END_CHG_TY
Taiyuan Jun;太原郡;太原郡;112.488755;37.73958;今山西太原市晋源区古城营村;Jun;郡;3;正確;-247;4;219;4;0;POINT;210026;FROM_FD;王尚义王杰;;;;新建;更名
Yanmen Jun;雁门郡;雁門郡;112.303273;39.952487;今山西右玉县西南古城村;Jun;郡;3;正確;-221;4;13;4;0;POINT;210037;FROM_FD;王尚义王杰;;;;新建;更名
Tiandi Jun;填狄郡;填狄郡;112.303273;39.952487;今山西右玉县西南古城村;Jun;郡;3;正確;14;4;22;4;0;POINT;210038;FROM_FD;王尚义王杰;;;;更名;更名
Yanmen Jun;雁门郡;雁門郡;112.303273;39.952487;今山西右玉县西南古城村;Jun;郡;3;正確;23;4;51;4;0;POINT;210039;FROM_FD;王尚义王杰;;;;更名;治所迁移
Dingxiang Jun;定襄郡;定襄郡;112.343891;40.160439;今山西右玉县右卫镇;Jun;郡;3;正確;23;4;212;4;0;POINT;210129;FROM_AC;王尚义王杰;;;;治所迁移;撤销
Taodui Jun;洮队郡;洮隊郡;111.160371;35.180226;今山西夏县禹王乡;Jun;郡;3;正確;14;4;22;4;0;POINT;210162;FROM_FD;王尚义陈一;;;;更名;更名
Shangdang Jun;上党郡;上黨郡;112.874092;36.119902;今山西长子县城;Jun;郡;3;正確;-204;4;188;4;0;POINT;210169;FROM_AC;王尚义王杰;;;;治所迁移;治所迁移
Hedong Jun;河东郡;河東郡;111.160371;35.180226;今山西夏县禹王乡;Jun;郡;3;正確;-204;4;13;4;0;POINT;210216;FROM_FD;王尚义陈一;;;;新建;更名
Hedong Jun;河东郡;河東郡;111.160371;35.180226;今山西夏县禹王乡;Jun;郡;3;正確;23;4;427;4;0;POINT;210217;FROM_FD;王尚义陈一;;;;更名;治所迁移
Bing Zhou;并州;並州;112.488755;37.73958;今山西太原市晋源区古城营村;Zhou;州;3;正確;-106;4;212;4;0;POINT;210261;FROM_FD;王尚义王杰;;;;新建;撤销
Zhao Guo;赵国;趙國;114.516712;36.591012;今河北邯郸市;Guo;国;3;正確;-203;4;-155;4;0;POINT;210357;FROM_FD;傅林祥;;;;更名;更名
Handan Jun;邯郸郡;邯鄲郡;114.516712;36.591012;今河北邯郸市;Jun;郡;3;正確;-154;4;-153;4;0;POINT;210358;FROM_FD;傅林祥;;;;更名;更名
Zhao Guo;赵国;趙國;114.516712;36.591012;今河北邯郸市;Guo;国;3;正確;-152;4;13;4;87004;POINT;212380;FROM_FD;傅林祥;;;;更名;更名
Hengting Jun;桓亭郡;桓亭郡;114.516712;36.591012;今河北邯郸市;Jun;郡;3;正確;14;4;22;4;87005;POINT;87005;FROM_FD;傅林祥;;;;更名;更名
Handan Jun;邯郸郡;邯鄲郡;114.516712;36.591012;今河北邯郸市;Jun;郡;3;正確;23;4;28;4;87006;POINT;87006;FROM_FD;傅林祥;;;;更名;更名
Zhao Guo;赵国;趙國;114.516712;36.591012;今河北邯郸市;Guo;国;3;正確;29;4;212;4;87007;POINT;212381;FROM_FD;傅林祥;;;;更名;撤销
Julu Jun;巨鹿郡;巨鹿郡;114.912735;36.982137;今河北平乡县驻地西南平乡镇;Jun;郡;3;正確;-221;4;71;4;0;POINT;210362;FROM_FD;傅林祥;;;;新建;更名
Hengshan Guo;恒山国;恒山國;114.594026;38.153055;今河北石家庄市东北东古城、西古城间;Guo;国;3;正確;-187;4;-181;4;0;POINT;210365;FROM_FD;傅林祥;;;;新建;更名
Hengshan Jun;恒山郡;恒山郡;114.594026;38.153055;今河北石家庄市东北东古城、西古城间;Jun;郡;3;正確;-180;4;-180;4;87079;POINT;87079;FROM_FD;傅林祥;;;;更名;更名
Changshan Jun;常山郡;常山郡;114.594026;38.153055;今河北石家庄市东北东古城、西古城间;Jun;郡;3;正確;-179;4;-115;4;0;POINT;210366;FROM_FD;傅林祥;;;;更名;治所迁移
Changshan Jun;常山郡;常山郡;114.458206;37.828682;今河北元氏县西北故城村;Jun;郡;3;正確;-114;4;13;4;87081;POINT;87081;FROM_FD;傅林祥;;;;治所迁移;更名
Jingguan Jun;井关郡;井關郡;114.458206;37.828682;今河北元氏县西北故城村;Jun;郡;3;正確;14;4;22;4;87082;POINT;87082;FROM_FD;傅林祥;;;;更名;更名
Changshan Jun;常山郡;常山郡;114.458206;37.828682;今河北元氏县西北故城村;Jun;郡;3;正確;23;4;71;4;87083;POINT;87083;FROM_FD;傅林祥;;;;更名;更名
Shanggu Jun;上谷郡;上穀郡;115.682552;40.305735;今河北怀来县东南大古城村;Jun;郡;3;正確;-221;4;13;4;87105;POINT;87105;FROM_FD;傅林祥;;;;新建;更名
Suodiao Jun;朔调郡;朔調郡;115.682552;40.305735;今河北怀来县东南大古城村;Jun;郡;3;正確;14;4;22;4;87106;POINT;87106;FROM_FD;傅林祥;;;;更名;更名
Shanggu Jun;上谷郡;上穀郡;115.682552;40.305735;今河北怀来县东南大古城村;Jun;郡;3;正確;23;4;219;4;87107;POINT;87107;FROM_FD;傅林祥;;;;更名;治所迁移
Qinghe Jun;清河郡;清河郡;115.653162;37.060188;今河北清河县驻地东南;Jun;郡;3;正確;-221;4;-148;4;87254;POINT;87254;FROM_FD;傅林祥;;;;新建;更名
Qinghe Guo;清河国;清河國;115.653162;37.060188;今河北清河县驻地东南;Guo;国;3;正確;-147;4;-137;4;87255;POINT;212385;FROM_FD;傅林祥;;;;更名;更名
Qinghe Jun;清河郡;清河郡;115.653162;37.060188;今河北清河县驻地东南;Jun;郡;3;正確;-136;4;-115;4;0;POINT;210367;FROM_FD;傅林祥;;;;更名;更名
Qinghe Guo;清河国;清河國;115.653162;37.060188;今河北清河县驻地东南;Guo;国;3;正確;-114;4;-67;4;0;POINT;210368;FROM_FD;傅林祥;;;;更名;更名
Qinghe Jun;清河郡;清河郡;115.653162;37.060188;今河北清河县驻地东南;Jun;郡;3;正確;-66;4;13;4;87260;POINT;87260;FROM_FD;傅林祥;;;;更名;更名
Pinghe Jun;平河郡;平河郡;115.653162;37.060188;今河北清河县驻地东南;Jun;郡;3;正確;14;4;22;4;87261;POINT;87261;FROM_FD;傅林祥;;;;更名;更名
Qinghe Jun;清河郡;清河郡;115.653162;37.060188;今河北清河县驻地东南;Jun;郡;3;正確;23;4;81;4;87262;POINT;87262;FROM_FD;傅林祥;;;;更名;更名
Zho Jun;涿郡;涿郡;115.977604;39.482071;今河北涿州市;Jun;郡;3;正確;-117;4;13;4;87302;POINT;87302;FROM_FD;傅林祥;;;;新建;更名
Yuanhan Jun;垣翰郡;垣翰郡;115.977604;39.482071;今河北涿州市;Jun;郡;3;正確;14;4;22;4;87303;POINT;87303;FROM_FD;傅林祥;;;;更名;更名
Zho Jun;涿郡;涿郡;115.977604;39.482071;今河北涿州市;Jun;郡;3;正確;23;4;223;4;87304;POINT;87304;FROM_FD;傅林祥;;;;更名;更名
Bohai Jun;勃海郡;勃海郡;117.026395;38.204597;今河北沧州市东南旧州镇;Jun;郡;3;正確;-170;4;13;4;87368;POINT;87368;FROM_FD;傅林祥;;;;新建;更名
Yinghe Jun;迎河郡;迎河郡;117.026395;38.204597;今河北沧州市东南旧州镇;Jun;郡;3;正確;14;4;22;4;87369;POINT;87369;FROM_FD;傅林祥;;;;更名;更名
Bohai Jun;勃海郡;勃海郡;117.026395;38.204597;今河北沧州市东南旧州镇;Jun;郡;3;正確;23;4;131;4;0;POINT;210374;FROM_FD;傅林祥;;;;更名;治所迁移
Dai Jun;代郡;代郡;114.672124;39.890668;今河北蔚县东北代王城镇;Jun;郡;3;正確;-221;4;13;4;87415;POINT;87415;FROM_FD;傅林祥;;;;新建;更名
Yandii Jun;厌狄郡;厭狄郡;114.672124;39.890668;今河北蔚县东北代王城镇;Jun;郡;3;正確;14;4;22;4;87416;POINT;87416;FROM_FD;傅林祥;;;;更名;更名
Dai Jun;代郡;代郡;114.672124;39.890668;今河北蔚县东北代王城镇;Jun;郡;3;正確;23;4;39;4;87417;POINT;87417;FROM_FD;傅林祥;;;;更名;更名和治所迁移
Guangping Jun;广平郡;廣平郡;114.932596;36.856307;今河北鸡泽县鸡泽镇东南;Jun;郡;3;正確;-122;4;-92;4;87480;POINT;87480;FROM_FD;傅林祥;;;;新建;更名
Pinggan Guo;平干国;平幹國;114.932596;36.856307;今河北鸡泽县鸡泽镇东南;Guo;国;3;正確;-91;4;-57;4;87481;POINT;87481;FROM_FD;傅林祥;;;;更名;更名
Guangping Jun;广平郡;廣平郡;114.932596;36.856307;今河北鸡泽县鸡泽镇东南;Jun;郡;3;正確;-56;4;-5;4;87482;POINT;87482;FROM_FD;傅林祥;;;;更名;更名
Guangping Guo;广平国;廣平國;114.932596;36.856307;今河北鸡泽县鸡泽镇东南;Guo;国;3;正確;-4;4;13;4;87483;POINT;87483;FROM_FD;傅林祥;;;;更名;更名
Fuchang Jun;富昌郡;富昌郡;114.932596;36.856307;今河北鸡泽县鸡泽镇东南;Jun;郡;3;正確;14;4;22;4;0;POINT;210378;FROM_FD;傅林祥;;;;更名;更名
Guangping Guo;广平国;廣平國;114.932596;36.856307;今河北鸡泽县鸡泽镇东南;Guo;国;3;正確;23;4;36;4;87485;POINT;87485;FROM_FD;傅林祥;;;;更名;撤销
Zhending Guo;真定国;真定國;114.594026;38.153055;今河北石家庄市东北东古城、西古城间;Guo;国;3;正確;-114;4;1;4;87515;POINT;212387;FROM_FD;傅林祥;;;;新建;撤销
Zhending Guo;真定国;真定國;114.594026;38.153055;今河北石家庄市东北东古城、西古城间;Guo;国;3;正確;23;4;36;4;87516;POINT;212388;FROM_FD;傅林祥;;;;新建;撤销
Zhongshan Guo;中山国;中山國;114.563995;38.140121;今河北正定县治正定镇;Guo;国;3;正確;-154;4;-56;4;87522;POINT;212389;FROM_AC;傅林祥;;;;新建;更名
Zhongshan Jun;中山郡;中山郡;114.563995;38.140121;今河北正定县治正定镇;Jun;郡;3;正確;-55;4;-44;4;87523;POINT;87523;FROM_AC;傅林祥;;;;更名;更名
Zhongshan Guo;中山国;中山國;114.563995;38.140121;今河北正定县治正定镇;Guo;国;3;正確;-43;4;-30;4;87524;POINT;212390;FROM_AC;傅林祥;;;;更名;更名
Zhongshan Jun;中山郡;中山郡;114.563995;38.140121;今河北正定县治正定镇;Jun;郡;3;正確;-31;4;-24;4;87525;POINT;87525;FROM_AC;傅林祥;;;;更名;更名
Zhongshan Guo;中山国;中山國;114.563995;38.140121;今河北正定县治正定镇;Guo;国;3;正確;-23;4;-2;4;87526;POINT;212391;FROM_AC;傅林祥;;;;更名;更名
Zhongshan Jun;中山郡;中山郡;114.563995;38.140121;今河北正定县治正定镇;Jun;郡;3;正確;-1;4;13;4;87527;POINT;87527;FROM_AC;傅林祥;;;;更名;更名
Changshan Jun;常山郡;常山郡;114.563995;38.140121;今河北正定县治正定镇;Jun;郡;3;正確;14;4;22;4;87528;POINT;87528;FROM_AC;傅林祥;;;;更名;更名
Zhongshan Guo;中山国;中山國;114.563995;38.140121;今河北正定县治正定镇;Guo;国;3;正確;23;4;36;4;0;POINT;210380;FROM_AC;傅林祥;;;;更名;更名
Guangchuan Guo;广川国;廣川國;115.564182;37.565976;今河北冀县驻地冀州镇;Guo;国;3;正確;-155;4;-153;4;87550;POINT;212395;FROM_AC;傅林祥;;;;新建;更名
Guangchuan Jun;广川郡;廣川郡;115.564182;37.565976;今河北冀县驻地冀州镇;Jun;郡;3;正確;-152;4;-149;4;87551;POINT;87551;FROM_AC;傅林祥;;;;更名;更名
Guangchuan Guo;广川国;廣川國;115.564182;37.565976;今河北冀县驻地冀州镇;Guo;国;3;正確;-148;4;-71;4;87552;POINT;212396;FROM_AC;傅林祥;;;;更名;更名
Guangchuan Jun;广川郡;廣川郡;115.564182;37.565976;今河北冀县驻地冀州镇;Jun;郡;3;正確;-70;4;-67;4;87553;POINT;87553;FROM_AC;傅林祥;;;;更名;更名
Guangchuan Guo;广川国;廣川國;115.564182;37.565976;今河北冀县驻地冀州镇;Guo;国;3;正確;-66;4;-51;4;87554;POINT;212397;FROM_AC;傅林祥;;;;更名;更名
Guangchuan Jun;广川郡;廣川郡;115.564182;37.565976;今河北冀县驻地冀州镇;Jun;郡;3;正確;-50;4;-38;4;87555;POINT;87555;FROM_AC;傅林祥;;;;更名;更名
Xindu Guo;信都国;信都國;115.564182;37.565976;今河北冀县驻地冀州镇;Guo;国;3;正確;-37;4;-24;4;87556;POINT;212398;FROM_AC;傅林祥;;;;更名;更名
Xindu Jun;信都郡;信都郡;115.564182;37.565976;今河北冀县驻地冀州镇;Jun;郡;3;正確;-23;4;13;4;87557;POINT;87557;FROM_AC;傅林祥;;;;更名;更名
Xinbo Jun;新博郡;新博郡;115.564182;37.565976;今河北冀县驻地冀州镇;Jun;郡;3;正確;14;4;22;4;87558;POINT;87558;FROM_AC;傅林祥;;;;更名;更名
Xindu Jun;信都郡;信都郡;115.564182;37.565976;今河北冀县驻地冀州镇;Jun;郡;3;正確;23;4;71;4;87559;POINT;87559;FROM_AC;傅林祥;;;;更名;更名
Hejian Jun;河间郡;河間郡;116.204582;38.177275;今河北献县乐寿镇东南河城街村南;Jun;郡;3;正確;-221;4;-179;4;87601;POINT;87601;FROM_FD;傅林祥;;;;新建;更名
Hejian Guo;河间国;河間國;116.204582;38.177275;今河北献县乐寿镇东南河城街村南;Guo;国;3;正確;-178;4;-165;4;87602;POINT;87602;FROM_FD;傅林祥;;;;更名;更名
Hejian Jun;河间郡;河間郡;116.204582;38.177275;今河北献县乐寿镇东南河城街村南;Jun;郡;3;正確;-164;4;-156;4;0;POINT;210383;FROM_FD;傅林祥;;;;更名;更名
Hejian Guo;河间国;河間國;116.204582;38.177275;今河北献县乐寿镇东南河城街村南;Guo;国;3;正確;-155;4;-39;4;87604;POINT;87604;FROM_FD;傅林祥;;;;更名;更名
Hejian Jun;河间郡;河間郡;116.204582;38.177275;今河北献县乐寿镇东南河城街村南;Jun;郡;3;正確;-38;4;-33;4;87605;POINT;87605;FROM_FD;傅林祥;;;;更名;更名
Hejian Guo;河间国;河間國;116.204582;38.177275;今河北献县乐寿镇东南河城街村南;Guo;国;3;正確;-32;4;9;4;87606;POINT;87606;FROM_FD;傅林祥;;;;更名;更名
Shuoding Jun;朔定郡;朔定郡;116.204582;38.177275;今河北献县乐寿镇东南河城街村南;Jun;郡;3;正確;10;4;22;4;87607;POINT;87607;FROM_FD;傅林祥;;;;更名;更名
Hejian Jun;河间郡;河間郡;116.204582;38.177275;今河北献县乐寿镇东南河城街村南;Jun;郡;3;正確;23;4;30;4;87608;POINT;87608;FROM_FD;傅林祥;;;;更名;更名
Guangyang Jun;广阳郡;廣陽郡;116.349799;39.919687;今北京西南广安门一带;Jun;郡;3;正確;-80;4;-74;4;112652;POINT;212617;FROM_FD;满志敏;;;;新建;更名
Guangyang Guo;广阳国;廣陽國;116.349799;39.919687;今北京西南广安门一带;Guo;国;3;正確;-73;4;9;4;0;POINT;210399;FROM_FD;满志敏;;;;更名;更名
Guangyou Jun;广有郡;廣有郡;116.349799;39.919687;今北京西南广安门一带;Jun;郡;3;正確;10;4;22;4;0;POINT;210400;FROM_FD;满志敏;;;;更名;更名
Guangyang Jun;广阳郡;廣陽郡;116.349799;39.919687;今北京西南广安门一带;Jun;郡;3;正確;23;4;36;4;0;POINT;210401;FROM_FD;满志敏;;;;更名;撤销
Jinan Jun;济南郡;濟南郡;117.421368;36.786987;今山东省章丘县西北;Jun;郡;3;正確;-187;5;-163;4;0;POINT;210443;FROM_FD;王文楚;;;;新建;更名
Jinan Guo;济南国;濟南國;117.421368;36.786987;今山东省章丘县西北;Guo;国;3;正確;-164;4;-154;4;0;POINT;210444;FROM_FD;王文楚;;;;更名;更名
Jinan Jun;济南郡;濟南郡;117.421368;36.786987;今山东省章丘县西北;Jun;郡;3;正確;-155;5;38;4;0;POINT;210445;FROM_FD;王文楚;;;;更名;更名
Pingyuan Jun;平原郡;平原郡;116.345844;37.064847;今山东省平原县西南张官店;Jun;郡;3;正確;-154;4;105;4;0;POINT;210461;FROM_FD;;;;;新建;更名
Le'an Jun;乐安郡;樂安郡;117.954265;37.096526;今山东省高青县东南;Jun;郡;3;正確;14;4;95;4;0;POINT;210471;FROM_FD;;;;;新建;更名
Qi Guo;齐国;齊國;118.344592;36.851221;今山东省淄博市临淄区齐都镇;Guo;国;3;正確;-206;4;-109;4;0;POINT;210491;FROM_FD;;;;;更名;更名
Qi Jun;齐郡;齊郡;118.344592;36.851221;今山东省淄博市临淄区齐都镇;Jun;郡;3;錯誤;-110;4;34;4;0;POINT;210492;FROM_FD;;;;;更名;更名
Qi Guo;齐国;齊國;118.344592;36.851221;今山东省淄博市临淄区齐都镇;Guo;国;3;正確;-117;4;13;4;0;POINT;210493;FROM_FD;;;;;更名;更名
Jinan Jun;济南郡;齊國;118.344592;36.851221;今山东省淄博市临淄区齐都镇;Jun;郡;3;正確;14;4;22;4;0;POINT;210494;FROM_FD;;;;;更名;更名
Qi Guo;齐国;齊國;118.344592;36.851221;今山东省淄博市临淄区齐都镇;Guo;国;3;正確;23;4;205;4;0;POINT;210495;FROM_FD;;;;;更名;更名
Donglai Jun;东莱郡;東萊郡;119.938709;37.175833;今山东省掖县治;Jun;郡;3;正確;-153;4;139;4;0;POINT;210512;FROM_FD;;;;;新建;治所迁移
Beihai Jun;北海郡;北海郡;118.626812;36.555602;今山东省昌乐县东南五十里;Jun;郡;3;正確;-148;4;26;4;0;POINT;210520;FROM_FD;;;;;新建;更名和治所迁移
Beihai Guo;北海国;北海國;118.88799;36.630444;今山东省昌乐县西;Guo;国;3;正確;27;4;205;4;0;POINT;210521;FROM_FD;;;;;更名和治所迁移;更名
Jiaodong Guo;胶东国;膠東國;120.160253;36.587945;今山东省平度县东南;Guo;国;3;正確;-164;4;-155;4;112425;POINT;212602;FROM_FD;;;;;新建;更名
Jiaodong Jun;胶东郡;膠東郡;120.160253;36.587945;今山东省平度县东南;Jun;郡;3;正確;-154;4;-154;4;112426;POINT;212603;FROM_FD;;;;;更名;更名
Jiaodong Guo;胶东国;膠東國;120.160253;36.587945;今山东省平度县东南;Guo;国;3;正確;-153;4;-151;4;112427;POINT;212604;FROM_FD;;;;;新建;更名
Jiaodong Jun;胶东郡;膠東郡;120.160253;36.587945;今山东省平度县东南;Jun;郡;3;正確;-150;4;-149;4;112428;POINT;212605;FROM_FD;;;;;更名;更名
Jiaodong Guo;胶东国;膠東國;120.160253;36.587945;今山东省平度县东南;Guo;国;3;正確;-149;4;8;4;0;POINT;210528;FROM_FD;;;;;更名;撤销
Langxie Jun;琅邪郡;琅邪郡;119.853323;35.688818;今山东省胶南县西南夏河城;Jun;郡;3;正確;-221;4;-182;4;0;POINT;210529;FROM_FD;;;;;新建;更名
Langxie Guo;琅邪国;琅邪國;119.853323;35.688818;今山东省胶南县西南夏河城;Guo;国;3;正確;-181;4;-181;4;0;POINT;210530;FROM_FD;;;;;更名;更名
Langxie Jun;琅邪郡;琅邪郡;119.853323;35.688818;今山东省胶南县西南夏河城;Jun;郡;3;正確;-180;4;-178;4;0;POINT;210531;FROM_FD;;;;;更名;治所迁移
Langxie Jun;琅邪郡;琅邪郡;119.853323;35.688818;今山东省诸城县治;Jun;郡;3;正確;-177;4;13;4;0;POINT;210532;FROM_FD;;;;;治所迁移;更名
Tianyi Jun;填夷郡;填夷郡;119.39546;35.995345;今山东省诸城县治;Jun;郡;3;正確;14;4;22;4;0;POINT;210533;FROM_FD;;;;;更名;更名
Langxie Jun;琅邪郡;琅邪郡;119.39546;35.995345;今山东省诸城县治;Jun;郡;3;正確;23;4;40;4;0;POINT;210534;FROM_FD;;;;;更名;更名和治所迁移
Tan Jun;郯郡;郯郡;118.340384;34.636984;今山东省郯城县北;Jun;郡;3;正確;-208;4;13;4;91268;POINT;210543;FROM_FD;;;;;更名;更名
Donghai Jun;东海郡;東海郡;118.340384;34.636984;今山东省郯城县北;Jun;郡;3;正確;23;4;40;4;91257;POINT;210544;FROM_FD;;;;;更名;更名
Shanyang Guo;山阳国;山陽國;116.126909;35.139481;今山东省巨野县前昌邑;Guo;国;3;正確;-144;4;-135;4;0;POINT;210581;FROM_FD;;;;;新建;更名
Shanyang Jun;山阳郡;山陽郡;116.126909;35.139481;今山东省巨野县前昌邑;Jun;郡;3;正確;-136;4;-98;4;112464;POINT;212610;FROM_FD;;;;;更名;更名
Shanyang Guo;山阳国;山陽國;116.126909;35.139481;今山东省巨野县前昌邑;Guo;国;3;正確;-97;4;-75;4;0;POINT;210582;FROM_FD;;;;;更名;更名
Shanyang Jun;山阳郡;山陽郡;116.126909;35.139481;今山东省巨野县前昌邑;Jun;郡;3;正確;-74;4;-35;4;112466;POINT;212611;FROM_FD;;;;;更名;更名
Shanyang Guo;山阳国;山陽國;116.126909;35.139481;今山东省巨野县前昌邑;Guo;国;3;錯誤;-34;4;-26;4;0;POINT;210583;FROM_FD;;;;;更名;更名
Shanyang Jun;山阳郡;山陽郡;116.126909;35.139481;今山东省巨野县前昌邑;Jun;郡;3;正確;-43;4;7;4;0;POINT;210584;FROM_FD;;;;;更名;更名和治所迁移
Juye Jun;巨野郡;巨野郡;116.085069;35.391089;今山东省巨野县;Jun;郡;3;正確;8;4;22;4;0;POINT;210585;FROM_FD;;;;;更名和治所迁移;更名和治所迁移
Shanyang Jun;山阳郡;山陽郡;116.126909;35.139481;今山东省巨野县前昌邑;Jun;郡;3;正確;23;4;40;4;0;POINT;210586;FROM_FD;;;;;更名;更名和治所迁移
Dongping Guo;东平国;東平國;116.557923;35.864148;今山东省东平县东南;Guo;国;3;正確;-52;4;7;0;0;POINT;210599;FROM_FD;;;;;新建;撤销
Jiyin Guo;济阴国;濟陰國;115.552784;35.089403;今山东省定陶县西北;Guo;国;3;正確;-144;4;-138;4;0;POINT;210608;FROM_FD;;;;;新建;更名
Jiyin Jun;济阴郡;濟陰郡;115.552784;35.089403;今山东省定陶县西北;Jun;郡;3;正確;-137;4;-53;4;0;POINT;210609;FROM_FD;;;;;更名;更名
Dingtao Guo;定陶国;定陶國;115.552784;35.089403;今山东省定陶县西北;Guo;国;3;正確;-52;4;-6;4;0;POINT;210610;FROM_FD;;;;;新建;更名
Jiyin Jun;济阴郡;濟陰郡;115.552784;35.089403;今山东省定陶县西北;Jun;郡;3;正確;-5;4;71;4;0;POINT;210611;FROM_FD;;;;;更名;更名
Taishan Jun;泰山郡;泰山郡;117.384224;36.211398;今山东省泰安市范缜;Jun;郡;3;正確;-122;4;387;4;0;POINT;210628;FROM_FD;;;;;新建;治所迁移
Wei Jun;魏郡;魏郡;114.396439;36.26865;今河北省临漳县邺镇;Jun;郡;3;正確;-195;4;579;4;0;POINT;210653;FROM_FD;;;;;新建;治所迁移
Henei Jun;河内郡;河內郡;113.251826;35.046935;今河南省武涉县西南;Jun;郡;3;正確;-205;4;266;4;0;POINT;210688;FROM_FD;;;;;更名;治所迁移
Chenliu Jun;陈留郡;陳留郡;114.52639;34.671119;今河南省开封市东南陈留城;Jun;郡;3;正確;-122;6;-42;0;112446;POINT;212606;FROM_FD;;;;;新建;更名
Jiyang Guo;济阳国;濟陽國;114.545611;34.823128;今河南省开封市东;Gou;国;3;正確;-41;6;-35;0;112447;POINT;212607;FROM_FD;;;;;更名;更名
Chenliu Jun;陈留郡;陳留郡;114.545611;34.823128;今河南省开封市东;Jun;郡;3;正確;-34;6;187;0;0;POINT;210716;FROM_FD;;;;;更名;更名
Han Guo;韩国;韓國;113.466663;34.161539;今河南省禹州市;Guo;国;3;正確;-206;4;-202;4;0;POINT;210731;FROM_FD;;;;;更名;更名
Yingchuan Jun;颍川郡;潁川郡;113.466663;34.161539;今河南省禹州市;Jun;郡;3;正確;-201;4;220;4;0;POINT;210732;FROM_FD;;;;;更名;治所迁移
Dang Jun;砀郡;碭郡;116.505384;34.180407;今河南省永州市芒山镇;Jun;郡;3;正確;-223;4;-201;4;0;POINT;210766;FROM_FD;;;;;新建;更名和治所迁移
Liang Guo;梁国;梁國;115.603994;34.365637;今河南省商丘县南;Guo;国;3;正確;-202;5;-180;0;0;POINT;210767;FROM_FD;;;;;更名和治所迁移;更名
Dang Jun;砀郡;碭郡;115.603994;34.365637;今河南省商丘县南;Jun;郡;3;正確;-179;4;219;4;0;POINT;210768;FROM_FD;;;;;更名;更名
Huaiyang Guo;淮阳国;淮陽國;114.885853;33.750346;今河南省淮阳县;Guo;国;3;正確;-194;4;-155;4;0;POINT;210783;FROM_FD;;;;;更名;更名
Huaiyang Jun;淮阳郡;淮陽郡;114.885853;33.750346;今河南省淮阳县;Jun;郡;3;正確;-154;4;-104;4;0;POINT;210784;FROM_FD;;;;;更名;更名
Huaiyang Guo;淮阳国;淮陽國;114.885853;33.750346;今河南省淮阳县;Guo;国;3;正確;-103;4;13;4;0;POINT;210785;FROM_FD;;;;;更名;更名
Xinping Jun;新平郡;新平郡;114.885853;33.750346;今河南省淮阳县;Jun;郡;3;正確;14;4;22;4;0;POINT;210786;FROM_FD;;;;;更名;更名
Huaiyang Jun;淮阳郡;淮陽郡;114.885853;33.750346;今河南省淮阳县;Jun;郡;3;正確;23;4;24;4;0;POINT;210787;FROM_FD;;;;;更名;更名
Huaiyang Guo;淮阳国;淮陽國;114.885853;33.750346;今河南省淮阳县;Guo;国;3;正確;25;4;26;4;0;POINT;210788;FROM_FD;;;;;更名;更名
Huaiyang Jun;淮阳郡;淮陽郡;114.885853;33.750346;今河南省淮阳县;Jun;郡;3;正確;27;4;38;4;0;POINT;210789;FROM_FD;;;;;更名;更名
Runan Jun;汝南郡;汝南郡;114.580792;33.128115;今河南省上蔡县东南;Jun;郡;3;正確;-203;7;-157;0;0;POINT;210808;FROM_FD;;;;;新建;更名
Runan Guo;汝南国;汝南國;114.580792;33.128115;今河南省上蔡县东南;Guo;国;3;正確;-156;4;-156;4;0;POINT;210809;FROM_FD;;;;;更名;更名
Runan Jun;汝南郡;汝南郡;114.580792;33.128115;今河南省上蔡县东南;Jun;郡;3;正確;-155;4;71;4;0;POINT;210810;FROM_FD;;;;;更名;更名和治所迁移
Henan Jun;河南郡;河南郡;112.586204;34.727785;今河南省洛阳市东北;Jun;郡;3;正確;-205;4;13;4;0;POINT;210869;FROM_FD;;;;;更名;更名
Baozhongxin Qing;保忠信卿;保忠信卿;112.586204;34.727785;今河南省洛阳市东北;Qing;卿;3;正確;14;4;22;4;115039;POINT;212232;FROM_FD;;;;;更名;更名
Henan Jun;河南郡;河南郡;112.586204;34.727785;今河南省洛阳市东北;Jun;郡;3;正確;23;4;25;4;0;POINT;210870;FROM_FD;;;;;更名;治所迁移
Henan Jun;河南郡;河南郡;112.43541;34.671524;今河南省洛阳市;Jun;郡;3;正確;26;4;39;4;0;POINT;210871;FROM_FD;;;;;治所迁移;更名
Hongnong Jun;弘农郡;弘農郡;110.909958;34.613307;今河南省东北故函谷关城;Jun;郡;3;正確;-113;4;168;4;0;POINT;210905;FROM_FD;;;;;新建;更名
Nanyang Jun;南阳郡;南陽郡;112.535744;33.001573;今河南省南阳市;Jun;郡;3;正確;-272;4;264;4;0;POINT;210925;FROM_FD;;;;;新建;更名
Jianwei Jun;犍为郡;犍為郡;106.893958;27.656813;今贵州省遵义市西南;Jun;郡;3;正確;-135;4;-129;4;0;POINT;211030;FROM_FD;;;;;新建;治所迁移
Jianwei Jun;犍为郡;犍為郡;104.390467;28.028353;今贵州省盐津县东;Jun;郡;3;正確;-130;4;-87;4;0;POINT;211031;FROM_FD;;;;;治所迁移;治所迁移
